season_id,orchard_id,harvest_year,window_type,role,boundary_training_years,metric_training_years,induction_metric_spec,chain_trace,feature_status,prediction_context,induction_temperature_metric,induction_water_balance_mm,flowering_precipitation_hours,fruit_gdd,fruit_heat_days,flowering_radiation_mean,predicted_inflorescence_date_offset,predicted_full_bloom_date_offset,induction_start,induction_end,flowering_start,flowering_end,fruit_development_start,fruit_development_end,outer_holdout_year
bannei_2026,bannei,2026,W3-PRED,training,2022;2023;2025,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 49.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 72.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,60,255.75,127,1158,4,15.3834,19,68,2025-09-25,2026-01-20,2026-01-20,2026-03-10,2026-03-10,2026-05-21,2024
hongming_2022,hongming,2022,W3-PRED,training,2023;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 272.90000000000146, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 69.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,59,185.1,401,1013.9,10,11.36683333,4,63,2021-09-10,2022-01-05,2022-01-05,2022-03-05,2022-03-05,2022-05-13,2024
hongming_2023,hongming,2023,W3-PRED,training,2022;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 530.9000000000001, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 997.1999999999994, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,63,142.77,167,1011.6,15,14.32296296,14,67,2022-09-20,2023-01-15,2023-01-15,2023-03-09,2023-03-09,2023-05-12,2024
luhong_2022,luhong,2022,W3-PRED,training,2023;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 129.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 260.90000000000055, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,45,261.1,239,1081.9,0,13.16179487,3,41,2021-08-28,2022-01-04,2022-01-04,2022-02-11,2022-02-11,2022-05-01,2024
luhong_2023,luhong,2023,W3-PRED,training,2022;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 129.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 494.5999999999949, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1083.8000000000102, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,36,231.96,117,1084.4,0,13.29108696,3,48,2022-08-28,2023-01-04,2023-01-04,2023-02-18,2023-02-18,2023-05-04,2024
luhong_2025,luhong,2025,W3-PRED,training,2022;2023;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 128.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 724.6000000000058, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,41,344.37,92,1169.5,0,14.16183673,10,58,2024-09-05,2025-01-11,2025-01-11,2025-02-28,2025-02-28,2025-05-18,2024
luhong_2026,luhong,2026,W3-PRED,training,2022;2023;2025,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 128.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 43.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,31,778.36,43,1165.4,0,16.00954545,-1,42,2025-08-25,2025-12-31,2025-12-31,2026-02-12,2026-02-12,2026-05-02,2024
bannei_2024,bannei,2024,W3-PRED,evaluation,2022;2023;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 722.0000000000009, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 71.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,47,165.24,301,1156.7,5,12.99702128,19,65,2023-09-25,2024-01-20,2024-01-20,2024-03-06,2024-03-06,2024-05-16,2024
hongming_2024,hongming,2024,W3-PRED,evaluation,2022;2023;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 816.9499999999991, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 69.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,57,118.28,154,1188.2,28,13.28528302,14,66,2023-09-20,2024-01-15,2024-01-15,2024-03-07,2024-03-07,2024-05-15,2024
luhong_2024,luhong,2024,W3-PRED,evaluation,2022;2023;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 128.5, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 712.7500000000018, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2023, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,35,313.56,160,1257.7,0,14.53790698,11,53,2023-09-05,2024-01-12,2024-01-12,2024-02-23,2024-02-23,2024-05-12,2024
bannei_2022,bannei,2022,W3-PRED,training,2023;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 53.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 387.1999999999998, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1147.1999999999935, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,53,170.4,466,1004.4,0,11.0609434,11,63,2021-09-25,2022-01-12,2022-01-12,2022-03-05,2022-03-05,2022-05-15,2025
bannei_2023,bannei,2023,W3-PRED,training,2022;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 713.1800000000003, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 380.40000000000146, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1351.2000000000335, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,49,166.55,227,1015.4,2,14.51365385,15,66,2022-09-25,2023-01-16,2023-01-16,2023-03-08,2023-03-08,2023-05-14,2025
bannei_2024,bannei,2024,W3-PRED,training,2022;2023;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 722.0000000000009, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 71.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,47,165.24,301,1156.7,5,12.99702128,19,65,2023-09-25,2024-01-20,2024-01-20,2024-03-06,2024-03-06,2024-05-16,2025
bannei_2026,bannei,2026,W3-PRED,training,2022;2023;2024,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 59.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 487.199999999998, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1381.5000000000027, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,59,258.9,89,1040.9,4,15.67909091,18,61,2025-09-25,2026-01-19,2026-01-19,2026-03-03,2026-03-03,2026-05-10,2025
hongming_2022,hongming,2022,W3-PRED,training,2023;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 65.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 421.8500000000017, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1239.4000000000015, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,65,177.99,374,1096,10,11.52561404,10,66,2021-09-10,2022-01-11,2022-01-11,2022-03-08,2022-03-08,2022-05-21,2025
hongming_2023,hongming,2023,W3-PRED,training,2022;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 661.7050000000008, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 413.8000000000013, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1386.3499999999974, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,51,148.19,222,1039.3,14,12.04283019,2,54,2022-09-20,2023-01-03,2023-01-03,2023-02-24,2023-02-24,2023-05-06,2025
