source_file,table_index,row,column,text
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,4,8,95
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,4,9,80.04
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,5,5,2021
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,5,6,30.50
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,5,7,8.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,5,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,5,9,48.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,6,5,2022
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,6,6,30.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,6,7,12.6
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,6,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,6,9,90.60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,1,红明农场
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,2,15～30
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,3,红壤土
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,4,管道淋灌
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,5,2018
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,6,35.46
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,7,5.50
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,7,9,19.22
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,8,5,2019
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,8,6,28.54
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,8,7,10.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,8,8,60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,8,9,37.75
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,9,5,2020
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,9,6,34.53
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,9,7,11.90
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,9,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,9,9,29.53
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,10,5,2021
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,10,6,66.20
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,10,7,9.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,10,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,10,9,14.45
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,11,5,2022
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,11,6,65.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,11,7,16.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,11,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,11,9,38.20
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,1,永发果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,2,0～5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,3,红壤土
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,4,微喷灌
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,5,2018
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,6,30.55
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,7,6.5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,12,9,0.92
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,13,5,2019
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,13,6,"33.72
"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,13,7,9.0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,13,8,98
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,13,9,6.69
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,14,5,2020
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,14,6,30.60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,14,7,11.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,14,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,14,9,5.50
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,15,5,2021
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,15,6,25.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,15,7,7.60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,15,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,15,9,3.23
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,16,5,2022
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,16,6,28.60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,16,7,11.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,16,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,16,9,5.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,1,龙元果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,2,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,3,红壤土
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,4,喷灌
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,5,2021
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,6,14.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,7,9.0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,8,95
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,17,9,2.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,18,5,2022
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,18,6,24.30
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,18,7,11.20
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,18,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,18,9,49.60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,19,5,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,19,6,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,19,7,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,19,8,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,19,9,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,20,5,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,20,6,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,20,7,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,20,8,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,20,9,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,21,5,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,21,6,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,21,7,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,21,8,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,21,9,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,1,世武果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,2,0～5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,3,砂壤土
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,4,喷灌
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,5,2021
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,6,30.3
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,7,16.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,22,9,39.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,23,5,2022
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,23,6,32.2
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,23,7,15.60
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,23,8,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,23,9,39.87
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,24,5,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,24,6,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,24,7,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,24,8,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,24,9,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,25,5,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,25,6,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,25,7,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,25,8,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,25,9,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,26,5,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,26,6,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,26,7,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,26,8,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,26,9,
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,1,鲁宏果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,2,10～15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,3,砂壤土
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,4,喷灌
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,5,2018
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,6,48.08
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,7,10.50
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,8,90
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,27,9,116.82
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,28,5,2019
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,28,6,43.17
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,28,7,14.50
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,28,8,87
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,28,9,209.81
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,29,5,2020
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,29,6,50.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,29,7,18.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,29,8,95
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,29,9,246.55
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,30,5,2021
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,30,6,48.50
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,30,7,15.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,30,8,95
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,30,9,163.75
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,31,5,2022
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,31,6,50.80
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,31,7,20.00
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,31,8,95
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,2,31,9,276.16
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,1,示范园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,2,品种
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,3,面积（株）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,4,秋梢老熟期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,5,露白点期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,6,抽穗期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,7,初花期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,8,盛花期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,9,谢花期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,10,初始坐果期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,11,第1次生理落果期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,12,第2次生理落果期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,13,采前落果期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,14,果实着色期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,1,15,果实成熟期
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,1,办内果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,3,"120
（4000）"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,4,9-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,5,12-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,6,1-20
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,7,3-1
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,8,3-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,9,3-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,10,3-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,11,3-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,12,4-3
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,13,——
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,14,4-28
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,2,15,5-20
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,1,红明农场
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,2,白糖罂
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,3,"70
（970）"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,4,9-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,5,12-28
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,6,1-5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,7,2-2
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,8,3-2
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,9,3-8
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,10,3-5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,11,3-8
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,12,4-7
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,13,——
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,14,4-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,3,15,5-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,1,永发果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,3,"25
（550）"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,4,9-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,5,12-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,6,1-8
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,7,2-5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,8,2-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,9,2-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,10,2-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,11,3-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,12,4-3
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,13,——
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,14,4-24
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,4,15,5-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,1,龙元果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,3,"200
（7400）"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,4,9-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,5,12-28
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,6,1-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,7,2-5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,8,2-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,9,2-28
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,10,3-1
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,11,3-1
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,12,4-5
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,13,——
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,14,4-26
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,5,15,5-23
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,1,世武果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,3,"30
（990）"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,4,9-4
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,5,12-18
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,6,1-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,7,1-28
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,8,2-8
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,9,2-18
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,10,3-9
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,11,3-11
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,12,3-21
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,13,——
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,14,4-23
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,6,15,5-1
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,1,鲁宏果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,3,"300
（5000）"
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,4,8-28
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,5,12-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,6,1-3
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,7,2-1
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,8,2-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,9,2-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,10,2-20
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,11,2-27
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,12,3-10
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,13,——
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,14,4-15
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,3,7,15,4-25
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,1,1,示范园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,1,2,品种
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,1,3,测花类别
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,1,4,测花株数
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,1,5,比例/%
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,1,6,成花率/%
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,2,1,办内果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,2,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,2,3,A（75%-100%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,2,4,200
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,2,5,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,2,6,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,3,3,B（25%-75%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,3,4,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,3,5,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,4,3,C（0-25%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,4,4,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,4,5,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,5,1,红明农场
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,5,2,白糖罂
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,5,3,A（75%-100%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,5,4,200
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,5,5,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,5,6,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,6,3,B（25%-75%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,6,4,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,6,5,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,7,3,C（0-25%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,7,4,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,7,5,0
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,8,1,永发果园
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,8,2,妃子笑
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,8,3,A（75%-100%）
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,8,4,200
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,8,5,100
示范园/2022年荔枝龙眼产业技术体系示范园-海口站（20220825）.doc,4,8,6,100
