context,model_id,season_id,role,partition_training_years,boundary_training_years,metric_training_years,chain_trace,feature_status
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,hongming_2022,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,hongming_2023,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,hongming_2024,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,luhong_2022,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,luhong_2023,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,luhong_2024,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,bannei_2026,evaluation,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2025_inner_2026,Y-W2O,luhong_2026,evaluation,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026,Y-W2O,bannei_2022,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,bannei_2023,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,bannei_2024,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,hongming_2022,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,hongming_2023,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,hongming_2024,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,luhong_2022,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,luhong_2023,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,luhong_2024,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,luhong_2025,training,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,bannei_2026,evaluation,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026,Y-W2O,luhong_2026,evaluation,2022;2023;2024;2025,2022;2023;2024;2025,2022;2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,bannei_2023,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,bannei_2024,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,hongming_2023,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,hongming_2024,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,luhong_2023,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,luhong_2024,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,luhong_2025,training,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,bannei_2022,evaluation,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,hongming_2022,evaluation,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2022,Y-W2O,luhong_2022,evaluation,2023;2024;2025,2023;2024;2025,2023;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,bannei_2022,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,bannei_2024,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,hongming_2022,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,hongming_2024,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,luhong_2022,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,luhong_2024,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,luhong_2025,training,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,bannei_2023,evaluation,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,hongming_2023,evaluation,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2023,Y-W2O,luhong_2023,evaluation,2022;2024;2025,2022;2024;2025,2022;2024;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,bannei_2022,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,bannei_2023,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,hongming_2022,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,hongming_2023,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,luhong_2022,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,luhong_2023,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,luhong_2025,training,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,bannei_2024,evaluation,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,hongming_2024,evaluation,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2024,Y-W2O,luhong_2024,evaluation,2022;2023;2025,2022;2023;2025,2022;2023;2025,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,bannei_2022,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,bannei_2023,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,bannei_2024,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,hongming_2022,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,hongming_2023,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,hongming_2024,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,luhong_2022,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,luhong_2023,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,luhong_2024,training,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2026_inner_2025,Y-W2O,luhong_2025,evaluation,2022;2023;2024,2022;2023;2024,2022;2023;2024,[],complete
MAIN_LOYO_outer_2022,Y-W3P,bannei_2023,training,2023;2024;2025;2026,2024;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 118.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1119.9000000000005, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,bannei_2024,training,2023;2024;2025;2026,2023;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 112.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 240.150000000001, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 70.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,bannei_2026,training,2023;2024;2025;2026,2023;2024;2025,2023;2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 56.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 744.650000000006, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1192.700000000009, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,hongming_2023,training,2023;2024;2025;2026,2024;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 127.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1233.5000000000018, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,hongming_2024,training,2023;2024;2025;2026,2023;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 272.90000000000146, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 69.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,luhong_2023,training,2023;2024;2025;2026,2024;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 133.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 30.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1400.7000000000007, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,luhong_2024,training,2023;2024;2025;2026,2023;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 129.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 260.90000000000055, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,luhong_2025,training,2023;2024;2025;2026,2023;2024;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 35.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 392.90000000000055, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1400.7000000000007, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,luhong_2026,training,2023;2024;2025;2026,2023;2024;2025,2023;2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 39.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 501.49999999999636, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1293.800000000001, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,bannei_2022,evaluation,2023;2024;2025;2026,2023;2024;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 53.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 387.1999999999998, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1351.2000000000335, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,hongming_2022,evaluation,2023;2024;2025;2026,2023;2024;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 65.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 421.8500000000017, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1440.3999999999987, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022,Y-W3P,luhong_2022,evaluation,2023;2024;2025;2026,2023;2024;2025;2026,2023;2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 37.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 338.7000000000012, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1588.749999999999, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}]",complete
MAIN_LOYO_outer_2022_inner_2023,Y-W3P,bannei_2024,training,2024;2025;2026,2025;2026,2024;2025;2026,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 50.0, ""training_season_ids"": [""bannei_2026"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2026"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 67.0, ""training_season_ids"": [""bannei_2026"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2025, 2026]}]",complete
MAIN_LOYO_outer_2022_inner_2023,Y-W3P,bannei_2026,training,2024;2025;2026,2024;2025,2024;2025;2026,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 129.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1092.6000000000076, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}]",complete
